word,tags1,tags2
倫理,HSK 7,TOCFL 5
值,HSK 3,TOCFL 4
值得,HSK 3,TOCFL 3
值班,HSK 5,TOCFL 5
值錢,HSK 7,TOCFL 5
假,HSK 2,TOCFL 3
假使,HSK 7,TOCFL 5
假冒,HSK 7,
假如,HSK 4,TOCFL 3
假定,HSK 7,
假日,HSK 6,TOCFL 3
假期,HSK 2,TOCFL 5
假若,TOCFL 5,
假裝,HSK 7,TOCFL 3
假設,HSK 7,
假象,TOCFL 5,
偉大,HSK 3,TOCFL 3
偏,HSK 6,TOCFL 4
偏偏,HSK 7,TOCFL 4
偏僻,HSK 7,
偏向,HSK 7,TOCFL 4
偏差,HSK 7,TOCFL 5
偏方,HSK 7,
偏見,HSK 7,
偏遠,HSK 7,
偏食,TOCFL 4,
做,HSK 1,TOCFL 1
做事,TOCFL 3,
做人,TOCFL 3,
做到,HSK 2,
做夢,HSK 4,TOCFL 3
做客,HSK 3,TOCFL 4
做法,HSK 2,TOCFL 3
做生意,HSK 7,
做飯,HSK 2,
停,HSK 2,TOCFL 2
停下,HSK 4,
停放,HSK 7,
停業,HSK 7,
停止,HSK 3,TOCFL 4
停泊,HSK 7,
停滯,TOCFL 5,
停留,HSK 5,TOCFL 5
停車,HSK 2,
停車位,HSK 7,
停車場,HSK 2,TOCFL 2
停電,HSK 7,
停頓,HSK 7,TOCFL 5
健全,HSK 5,TOCFL 4
健壯,HSK 7,TOCFL 5
健康,HSK 2,TOCFL 1
健美,HSK 7,
健身,HSK 4,TOCFL 5
健身房,TOCFL 5,
側,HSK 6,
側重,HSK 7,
側面,HSK 7,
偵察,HSK 7,
偵探,TOCFL 4,
偶像,HSK 5,
偶然,HSK 5,TOCFL 4
偶爾,HSK 5,TOCFL 5
偶而,TOCFL 5,
偷,HSK 5,TOCFL 2
偷偷,HSK 5,TOCFL 4
偷懶,HSK 7,TOCFL 5
偷渡,TOCFL 5,
偷看,HSK 7,
偷窺,HSK 7,
偽裝,HSK 7,
偽造,HSK 7,
傍晚,HSK 6,TOCFL 4
傑出,HSK 6,
傘,HSK 4,TOCFL 3
備,TOCFL 4,
備受,HSK 7,
備用,HSK 7,
備課,HSK 7,
傢伙,TOCFL 5,
催,HSK 7,TOCFL 4
催促,HSK 7,
催眠,HSK 7,TOCFL 5
傲,HSK 7,
傲慢,HSK 7,
傳,HSK 3,TOCFL 4
傳人,HSK 7,
傳來,HSK 3,
傳出,HSK 6,
傳單,TOCFL 4,
傳奇,HSK 7,TOCFL 5
傳媒,HSK 6,
傳承,HSK 7,
傳授,HSK 7,TOCFL 5
傳播,HSK 3,TOCFL 4
傳染,HSK 7,TOCFL 4
傳染病,HSK 7,
傳真,HSK 5,TOCFL 2
傳神,TOCFL 5,
傳統,HSK 4,TOCFL 3
傳聞,HSK 7,
傳言,HSK 6,
傳記,HSK 7,
傳說,HSK 3,TOCFL 4
傳輸,HSK 6,
傳送,TOCFL 4,
傳達,HSK 5,TOCFL 4
傳遞,HSK 5,TOCFL 5
債,HSK 6,
債務,HSK 7,
傷,HSK 3,TOCFL 4
傷亡,HSK 6,TOCFL 5
傷勢,HSK 7,
傷口,HSK 6,TOCFL 5
傷員,HSK 6,
傷害,HSK 4,TOCFL 3
傷心,HSK 3,TOCFL 2
傷感,HSK 7,
傷殘,HSK 7,
傷痕,HSK 7,
傷腦筋,HSK 7,TOCFL 4
傻,HSK 5,TOCFL 4
傻瓜,HSK 7,TOCFL 5
傾向,HSK 6,TOCFL 4
傾家蕩產,HSK 7,
傾斜,HSK 7,
傾聽,HSK 7,
傾訴,HSK 7,
傾銷,HSK 7,
僅,HSK 3,TOCFL 3
僅僅,HSK 3,TOCFL 4
僅次於,HSK 7,
像,HSK 2,TOCFL 2
像樣,HSK 7,
僧人,HSK 7,
僱,TOCFL 5,
僱用,TOCFL 5,
僵,HSK 7,
僵化,HSK 7,
僵局,HSK 7,
價,HSK 5,
價位,HSK 7,
價值,HSK 3,TOCFL 3
價值觀,HSK 7,
價格,HSK 3,TOCFL 2
價錢,HSK 3,TOCFL 2
僻靜,HSK 7,
儀器,HSK 6,TOCFL 4
儀式,HSK 6,TOCFL 4
儀表,HSK 7,TOCFL 5
億,HSK 2,TOCFL 4
儒學,HSK 7,
儒家,HSK 7,TOCFL 5
儘,HSK 6,
儘可能,HSK 5,
儘快,HSK 4,
儘管,HSK 5,TOCFL 3
儘量,TOCFL 4,
償還,HSK 7,
優,HSK 7,
優先,HSK 5,TOCFL 5
優勢,HSK 3,TOCFL 5
優化,HSK 7,
優待,TOCFL 5,
優惠,HSK 5,TOCFL 4
優異,HSK 7,TOCFL 5
優秀,HSK 4,TOCFL 3
優美,HSK 4,TOCFL 4
優良,HSK 4,TOCFL 4
優質,HSK 6,
優越,HSK 7,TOCFL 4
優雅,HSK 7,
優點,HSK 3,TOCFL 3
儲備,HSK 7,TOCFL 5
儲存,HSK 6,TOCFL 4
儲蓄,HSK 7,TOCFL 4
允許,HSK 6,TOCFL 4
元,HSK 1,TOCFL 1
元宵節,HSK 7,
元旦,HSK 5,TOCFL 4
元氣,TOCFL 5,
元素,HSK 6,TOCFL 5
元老,HSK 7,
元首,HSK 7,TOCFL 5
兄弟,HSK 4,TOCFL 3
充,HSK 7,
充分,HSK 4,TOCFL 4
充實,HSK 7,TOCFL 3
充斥,TOCFL 5,
充沛,HSK 7,
充滿,HSK 3,TOCFL 4
充當,HSK 7,
充裕,TOCFL 5,
充足,HSK 5,TOCFL 4
充電,HSK 4,
充電器,HSK 4,
兆頭,HSK 7,
兇,TOCFL 3,
先,HSK 1,TOCFL 1
先例,HSK 7,
先前,HSK 5,
先天,HSK 7,TOCFL 5
先後,HSK 5,TOCFL 5
先生,HSK 1,TOCFL 1
先進,HSK 3,TOCFL 4
先鋒,HSK 6,
先驅,TOCFL 5,
光,HSK 3,TOCFL 2
光亮,TOCFL 4,
光彩,HSK 7,
光明,HSK 3,TOCFL 4
光明磊落,HSK 7,
光是,TOCFL 4,
光榮,HSK 5,TOCFL 4
光滑,HSK 7,TOCFL 5
光澤,HSK 7,
光環,HSK 7,
光盤,HSK 4,
光碟,HSK 7,
光線,HSK 5,TOCFL 4
光纜,HSK 7,
光臨,HSK 4,TOCFL 4
光芒,HSK 7,TOCFL 5
光輝,HSK 6,TOCFL 5
光顧,HSK 7,TOCFL 5
克,HSK 2,TOCFL 3
克制,HSK 7,TOCFL 5
克服,HSK 3,TOCFL 3
克隆,HSK 7,
兌換,HSK 7,
兌現,HSK 7,TOCFL 5
免,HSK 7,
免不了,HSK 7,
免得,HSK 6,TOCFL 4
免疫,HSK 7,TOCFL 5
免稅,TOCFL 5,
免職,HSK 7,
免費,HSK 4,TOCFL 3
免除,HSK 7,
兒女,HSK 5,TOCFL 5
兒子,HSK 1,TOCFL 1
兒科,HSK 6,
兒童,HSK 4,TOCFL 3
兔,HSK 5,
兔子,TOCFL 3,
兜,HSK 7,
兜兒,HSK 7,
兜售,HSK 7,
兢兢業業,HSK 7,
入,HSK 6,TOCFL 4
入世,TOCFL 5,
入侵,HSK 7,
入口,HSK 2,TOCFL 4
入場,HSK 7,
入場券,HSK 7,
入境,HSK 7,TOCFL 4
入學,HSK 6,TOCFL 4
入手,HSK 7,
入超,TOCFL 5,
入選,HSK 7,
入門,HSK 5,
內,HSK 3,TOCFL 3
內向,HSK 7,
內在,HSK 5,TOCFL 5
內地,HSK 6,TOCFL 4
內外,HSK 6,
內存,HSK 7,
內容,HSK 3,TOCFL 3
內幕,HSK 7,
內心,HSK 3,
內戰,TOCFL 5,
內政,TOCFL 5,
內涵,HSK 7,TOCFL 5
內科,HSK 4,TOCFL 4
內行,HSK 7,TOCFL 4
內衣,HSK 6,TOCFL 2
內部,HSK 4,TOCFL 4
內銷,TOCFL 5,
內閣,HSK 7,TOCFL 5
內需,HSK 7,
全,HSK 2,TOCFL 3
全世界,HSK 5,
全力,HSK 6,TOCFL 5
全力以赴,HSK 7,
全國,HSK 2,
全場,HSK 3,
全家,HSK 2,TOCFL 4
全局,HSK 7,
全年,HSK 2,
全心全意,HSK 7,
全文,HSK 7,
全新,HSK 6,
全方位,HSK 7,
全球,HSK 3,TOCFL 3
全盤,TOCFL 5,
全程,HSK 7,
全能,HSK 7,
全身,HSK 2,TOCFL 3
全部,HSK 2,TOCFL 2
全都,HSK 5,
全長,HSK 7,
全面,HSK 3,TOCFL 4
全體,HSK 2,TOCFL 4
兩,HSK 1,TOCFL 1
兩側,HSK 6,
兩口子,HSK 7,TOCFL 5
兩岸,HSK 5,
兩手,HSK 6,
兩棲,HSK 7,
兩極,TOCFL 5,
兩邊,HSK 4,
八,HSK 1,TOCFL 1
八卦,HSK 7,TOCFL 5
八字,TOCFL 5,
公,HSK 6,
公主,HSK 6,
公事,HSK 7,TOCFL 5
公交車,HSK 2,
公債,TOCFL 5,
公僕,HSK 7,
公元,HSK 4,TOCFL 4
公克,TOCFL 3,
公公,TOCFL 4,
公共,HSK 3,TOCFL 3
公共場所,HSK 7,
公共汽車,HSK 2,TOCFL 1
公函,HSK 7,
公分,TOCFL 3,
公務,HSK 7,TOCFL 5
公務員,HSK 3,TOCFL 5
公司,HSK 2,TOCFL 1
公告,HSK 5,
公園,HSK 2,TOCFL 1
公墓,HSK 7,
公安,HSK 6,TOCFL 5
公安局,HSK 7,
公寓,HSK 7,TOCFL 2
公尺,TOCFL 3,
公布,HSK 3,TOCFL 4
公平,HSK 2,TOCFL 4
公式,HSK 5,TOCFL 4
公文,TOCFL 5,
公斤,HSK 2,TOCFL 1
公會,TOCFL 5,
公款,HSK 7,
公正,HSK 5,
公民,HSK 3,TOCFL 5
公然,HSK 7,
公用,HSK 7,TOCFL 4
公益,HSK 7,TOCFL 5
公益性,HSK 7,
公眾,HSK 6,
公示,HSK 7,
公積金,HSK 7,
公立,HSK 7,TOCFL 4
公約,HSK 7,
公職,HSK 7,
公認,HSK 5,TOCFL 5
公證,HSK 7,
公費,HSK 7,TOCFL 5
公路,HSK 2,TOCFL 3
公車,HSK 7,TOCFL 1
公道,HSK 7,
公里,HSK 2,TOCFL 2
公開,HSK 3,TOCFL 4
公開信,HSK 7,
公關,HSK 7,
公雞,HSK 6,
公頃,HSK 7,
六,HSK 1,TOCFL 1
共,HSK 4,TOCFL 3
共享,HSK 5,
共同,HSK 3,TOCFL 3
共同體,HSK 7,
共和國,TOCFL 5,
共性,HSK 7,
共有,HSK 3,
共產,TOCFL 5,
共計,HSK 5,
共識,HSK 7,
共鳴,HSK 7,TOCFL 5
兵,HSK 4,TOCFL 5
其,HSK 5,TOCFL 4
其中,HSK 2,TOCFL 3
其他,HSK 2,TOCFL 2
其實,HSK 3,TOCFL 3
其後,HSK 7,
其次,HSK 3,TOCFL 3
其間,HSK 7,
其餘,HSK 4,TOCFL 4
具,TOCFL 4,
具備,HSK 4,TOCFL 4
具有,HSK 3,TOCFL 3
具體,HSK 3,TOCFL 4
典型,HSK 4,TOCFL 4
典禮,HSK 5,TOCFL 4
典範,HSK 7,
典雅,TOCFL 5,
兼,HSK 7,TOCFL 4
兼任,HSK 7,
兼容,HSK 7,
兼職,HSK 7,TOCFL 5
兼顧,HSK 7,
冊,HSK 5,TOCFL 4
再,HSK 1,TOCFL 1
再三,HSK 4,TOCFL 5
再也,HSK 5,
再度,HSK 7,TOCFL 4
再次,HSK 5,
再現,HSK 7,
再生,HSK 6,TOCFL 5
再見,HSK 1,TOCFL 1
再說,HSK 6,TOCFL 4
冒,HSK 5,TOCFL 4
冒充,HSK 7,
冒昧,HSK 7,
冒犯,HSK 7,
冒險,HSK 7,TOCFL 5
最,HSK 1,TOCFL 2
最佳,HSK 6,TOCFL 3
最初,HSK 4,TOCFL 3
最多,TOCFL 3,
最好,HSK 1,TOCFL 3
最少,TOCFL 4,
最後,HSK 1,TOCFL 2
最終,HSK 6,
最近,HSK 2,TOCFL 2
冗長,HSK 7,
冠軍,HSK 5,TOCFL 4
冤,HSK 7,
冤枉,HSK 7,TOCFL 4
冥想,TOCFL 5,
冬,TOCFL 2,
冬天,HSK 2,TOCFL 1
冬季,HSK 4,TOCFL 4
冰,HSK 4,TOCFL 3
冰塊,TOCFL 3,
冰塊兒,TOCFL 3,
冰山,HSK 7,
冰棍兒,HSK 7,
冰淇淋,TOCFL 2,
冰箱,HSK 4,TOCFL 2
冰雪,HSK 4,
冷,HSK 1,TOCFL 1
冷凍,HSK 7,TOCFL 5
冷戰,HSK 7,
冷氣,HSK 6,TOCFL 1
冷氣機,TOCFL 1,
冷水,HSK 6,
冷汗,TOCFL 5,
冷淡,HSK 7,TOCFL 3
冷清,TOCFL 5,
冷漠,HSK 7,
冷笑,HSK 7,
冷落,HSK 7,
冷酷,HSK 7,
冷酷無情,HSK 7,
冷門,HSK 7,TOCFL 5
冷靜,HSK 4,TOCFL 4
冷飲,TOCFL 4,
凄涼,HSK 7,
准,TOCFL 4,
准考證,TOCFL 4,
准許,TOCFL 5,
凋零,TOCFL 5,
凌晨,HSK 7,TOCFL 4
凍,HSK 5,TOCFL 4
凍結,HSK 7,TOCFL 5
凝固,HSK 7,TOCFL 5
凝視,TOCFL 5,
凝結,TOCFL 5,
凝聚,HSK 7,TOCFL 5
凡,HSK 7,TOCFL 5
凡是,HSK 6,TOCFL 5
凱歌,HSK 7,
凳子,HSK 7,TOCFL 4
凶,HSK 6,
凶惡,HSK 7,
凶手,HSK 6,
凶殘,HSK 7,
凶狠,HSK 7,
凶猛,HSK 7,
凸,HSK 7,
凸顯,HSK 7,
凹,HSK 7,
出,TOCFL 2,
出主意,HSK 7,
出事,HSK 6,TOCFL 4
出人意料,HSK 7,
出任,HSK 7,
出來,HSK 1,TOCFL 2
出入,HSK 6,
出具,HSK 7,
出力,TOCFL 5,
出動,HSK 6,
出去,HSK 1,TOCFL 1
出口,HSK 2,TOCFL 2
出口成章,HSK 7,
出名,HSK 6,TOCFL 5
出品,TOCFL 5,
出售,HSK 4,TOCFL 4
出國,HSK 2,
出土,HSK 7,TOCFL 5
出場,HSK 6,
出境,HSK 7,TOCFL 4
出局,HSK 7,TOCFL 5
出山,HSK 7,
出差,HSK 5,TOCFL 3
出席,HSK 4,TOCFL 4
出廠,HSK 7,
出息,HSK 7,TOCFL 5
出手,HSK 7,TOCFL 5
出於,HSK 5,
出毛病,HSK 7,
出汗,HSK 5,
出洋相,HSK 7,
出演,HSK 7,
出版,HSK 5,TOCFL 3
出版社,HSK 7,
出現,HSK 2,TOCFL 2
出生,HSK 2,TOCFL 2
出產,TOCFL 4,
出發,HSK 2,TOCFL 2
出發點,HSK 7,TOCFL 5
出眾,HSK 7,
出示,HSK 7,TOCFL 5
出租,HSK 2,TOCFL 3
出租車,HSK 2,
出自,HSK 7,
出臺,HSK 6,
出色,HSK 4,TOCFL 4
出血,HSK 7,TOCFL 5
出行,HSK 6,
出訪,HSK 6,
出資,HSK 7,
出賣,HSK 7,TOCFL 5
出走,HSK 7,
出超,TOCFL 5,
出路,HSK 6,TOCFL 5
出身,HSK 7,TOCFL 4
出遊,HSK 7,
出道,HSK 7,
出醜,HSK 7,
出錯,TOCFL 5,
出門,HSK 2,TOCFL 3
出院,HSK 2,TOCFL 4
出難題,HSK 7,
出面,HSK 6,TOCFL 5
出頭,HSK 7,TOCFL 5
出風頭,HSK 7,
出馬,TOCFL 5,
函授,HSK 7,
刀,HSK 3,TOCFL 2
刀子,TOCFL 2,
刁難,HSK 7,
分,HSK 1,TOCFL 1
分之,HSK 4,
分享,HSK 5,TOCFL 5
分別,HSK 3,TOCFL 4
分割,HSK 7,TOCFL 5
分化,HSK 7,TOCFL 5
分外,HSK 7,
分子,TOCFL 5,
分家,TOCFL 5,
分寸,HSK 7,TOCFL 5
分工,HSK 6,TOCFL 4
分布,HSK 4,TOCFL 4
分成,HSK 5,
分手,HSK 4,TOCFL 4
分擔,HSK 7,TOCFL 5
分支,HSK 7,
分散,HSK 4,TOCFL 4
分數,HSK 2,TOCFL 4
分明,HSK 7,TOCFL 4
分析,HSK 5,TOCFL 4
分歧,HSK 7,
分泌,HSK 7,TOCFL 5
分為,HSK 4,
分發,TOCFL 5,
分紅,HSK 7,
分級,TOCFL 5,
分組,HSK 3,
分裂,HSK 6,TOCFL 5
分解,HSK 5,TOCFL 5
分貝,TOCFL 5,
分贓,HSK 7,
分辨,HSK 7,TOCFL 5
分配,HSK 3,TOCFL 4
分量,HSK 7,TOCFL 5
分鐘,HSK 2,TOCFL 1
分開,HSK 2,TOCFL 3
分離,HSK 5,TOCFL 5
分類,HSK 5,
切,HSK 4,TOCFL 4
切割,HSK 7,
切實,HSK 6,TOCFL 5
切斷,HSK 7,
切磋,TOCFL 5,
切身,HSK 7,
切除,HSK 7,
刊物,HSK 7,TOCFL 5
刊登,HSK 7,TOCFL 5
刑事,TOCFL 5,
刑法,HSK 7,
划,TOCFL 4,
划不來,TOCFL 5,
划得來,TOCFL 5,
划算,HSK 7,
划船,HSK 3,
列,HSK 4,TOCFL 4
列入,HSK 4,TOCFL 5
列國,TOCFL 5,
列為,HSK 4,
列舉,HSK 7,
列車,HSK 4,TOCFL 5
初,HSK 3,TOCFL 3
初中,HSK 3,
初期,HSK 5,TOCFL 5
初次,HSK 7,
初步,HSK 3,TOCFL 4
初等,HSK 6,
初級,HSK 3,TOCFL 4
初衷,HSK 7,
判,HSK 6,TOCFL 5
判定,HSK 7,
判斷,HSK 3,TOCFL 4
判決,HSK 7,
判處,HSK 7,
別,HSK 1,TOCFL 2
別人,HSK 1,TOCFL 2
別具匠心,HSK 7,
別墅,HSK 7,TOCFL 5
別扭,HSK 7,
別提了,HSK 7,
別的,HSK 1,TOCFL 3
別看,HSK 7,
別致,HSK 7,
別說,HSK 7,
刨,HSK 7,
利,HSK 6,TOCFL 4
利害,HSK 7,
利弊,TOCFL 5,
利息,HSK 4,TOCFL 4
利潤,HSK 5,TOCFL 4
利率,HSK 7,TOCFL 5
利用,HSK 3,TOCFL 3
利益,HSK 4,TOCFL 3
利索,HSK 7,
刪,HSK 7,
刪除,HSK 7,
刮,HSK 6,TOCFL 3
到,HSK 1,TOCFL 1
到位,HSK 7,
到來,HSK 5,
到底,HSK 3,TOCFL 3
到期,HSK 6,TOCFL 5
到處,HSK 2,TOCFL 3
到達,HSK 3,TOCFL 4
到頭來,HSK 7,TOCFL 5
制定,HSK 3,TOCFL 4
制度,HSK 3,TOCFL 3
制服,HSK 7,
制止,HSK 7,TOCFL 4
制約,HSK 5,
制裁,HSK 7,TOCFL 5
制訂,HSK 4,TOCFL 5
刷,HSK 4,TOCFL 4
刷卡,TOCFL 4,
刷子,HSK 4,TOCFL 4
刷新,HSK 7,
刷牙,HSK 4,TOCFL 3
券,HSK 6,
刺,HSK 4,TOCFL 4
刺殺,TOCFL 5,
刺激,HSK 4,TOCFL 3
刺繡,HSK 7,
刺耳,HSK 7,
刺骨,HSK 7,
刻,HSK 2,TOCFL 3
刻劃,TOCFL 5,
刻意,HSK 7,TOCFL 5
刻畫,TOCFL 5,
刻舟求劍,HSK 7,
刻苦,HSK 7,TOCFL 5
刻薄,TOCFL 5,
剃,HSK 7,
則,HSK 7,TOCFL 4
削,HSK 7,
削弱,HSK 7,TOCFL 5
削減,TOCFL 4,
前,HSK 1,TOCFL 1
前不久,HSK 7,
前仰後合,HSK 7,
前任,HSK 7,
前來,HSK 6,
前夕,HSK 7,
前天,HSK 1,TOCFL 2
前年,HSK 2,TOCFL 3
前往,HSK 3,TOCFL 4
前後,HSK 3,TOCFL 5
前所未有,HSK 7,
前提,HSK 5,TOCFL 5
前方,HSK 6,TOCFL 4
前景,HSK 5,TOCFL 5
前期,HSK 7,
前沿,HSK 7,
前無古人,HSK 7,
前科,TOCFL 5,
前程,TOCFL 5,
前線,HSK 7,
前者,HSK 7,
前臺,HSK 7,
前赴後繼,HSK 7,
前輩,HSK 7,TOCFL 5
前途,HSK 4,TOCFL 4
前進,HSK 3,TOCFL 4
前邊,HSK 1,
前院,TOCFL 4,
前面,HSK 3,TOCFL 1
前頭,HSK 4,TOCFL 4
剎車,HSK 7,TOCFL 5
剔除,HSK 7,TOCFL 5
剛,HSK 2,TOCFL 3
剛剛,HSK 2,TOCFL 2
剛好,HSK 6,TOCFL 4
剛強,TOCFL 5,
剛才,TOCFL 2,
剛毅,HSK 7,
剛纔,HSK 2,
剝,HSK 7,TOCFL 5
剝削,HSK 7,TOCFL 5
剝奪,HSK 7,
剪,HSK 5,TOCFL 2
剪刀,HSK 5,TOCFL 4
剪子,HSK 5,
副,HSK 6,TOCFL 4
副作用,HSK 7,
剩,HSK 5,TOCFL 3
剩下,HSK 5,TOCFL 3
剩餘,HSK 7,
割,HSK 7,TOCFL 4
創,HSK 7,TOCFL 5
創作,HSK 3,TOCFL 4
創傷,HSK 7,TOCFL 5
創始人,HSK 7,
創建,HSK 6,
創意,HSK 6,
創新,HSK 3,TOCFL 5
創業,HSK 3,TOCFL 5
創立,HSK 5,TOCFL 5
創辦,HSK 6,TOCFL 5
創造,HSK 3,TOCFL 3
劃,HSK 4,
劃分,HSK 5,
劃時代,HSK 7,TOCFL 5
劇,HSK 6,
劇團,HSK 7,
劇場,HSK 3,TOCFL 4
劇情,HSK 7,TOCFL 3
劇本,HSK 5,TOCFL 3
劇烈,HSK 7,TOCFL 4
劇目,HSK 7,
劇組,HSK 7,
劇院,HSK 7,TOCFL 4
劈,HSK 7,
劍,HSK 6,
劑,HSK 7,
劑量,TOCFL 5,
力,HSK 3,TOCFL 3
力不從心,HSK 7,
力學,TOCFL 5,
力度,HSK 7,
力所能及,HSK 7,
力氣,HSK 4,TOCFL 4
力求,HSK 7,TOCFL 5
力爭,HSK 7,
力行,TOCFL 5,
力量,HSK 3,TOCFL 3
功,HSK 7,
功利,TOCFL 5,
功力,HSK 7,
功勞,HSK 7,TOCFL 5
功夫,HSK 3,TOCFL 3
功底,HSK 7,
功效,HSK 7,
功率,HSK 7,
功能,HSK 3,TOCFL 3
功臣,HSK 7,
功課,HSK 3,TOCFL 1
加,HSK 2,TOCFL 3
加上,HSK 5,TOCFL 3
加以,HSK 5,TOCFL 4
加入,HSK 4,TOCFL 3
加劇,HSK 7,
加工,HSK 3,TOCFL 4
加強,HSK 3,TOCFL 3
加快,HSK 3,TOCFL 5
加油,HSK 2,TOCFL 3
加油站,HSK 4,
加深,HSK 7,
加熱,HSK 5,
加班,HSK 4,TOCFL 4
加盟,HSK 6,
加緊,HSK 7,TOCFL 5
加薪,TOCFL 5,
加速,HSK 5,TOCFL 4
加重,HSK 7,TOCFL 5
劣勢,HSK 7,
劣質,HSK 7,
助,TOCFL 3,
助威,HSK 7,
助手,HSK 5,TOCFL 5
助教,TOCFL 5,
助理,HSK 5,TOCFL 3
努力,HSK 2,TOCFL 2
劫,HSK 7,
劫持,HSK 7,
勁,TOCFL 5,
勁兒,TOCFL 5,
勁頭,HSK 7,
勇往直前,HSK 7,
勇敢,HSK 4,TOCFL 2
勇於,HSK 7,
勇氣,HSK 4,TOCFL 4
勉強,HSK 7,TOCFL 4
勒,HSK 7,
勒索,TOCFL 5,
動,HSK 1,TOCFL 2
動不動,HSK 7,TOCFL 4
動亂,TOCFL 5,
動人,HSK 3,TOCFL 4
動作,HSK 1,TOCFL 4
動力,HSK 3,TOCFL 5
動向,HSK 7,TOCFL 5
動員,HSK 5,TOCFL 5
動工,HSK 7,
動彈,HSK 7,
動感,HSK 7,
動態,HSK 5,TOCFL 5
動手,HSK 5,TOCFL 4
動搖,HSK 4,
動機,HSK 5,TOCFL 5
動物,HSK 2,TOCFL 2
動物園,HSK 2,TOCFL 2
動產,TOCFL 5,
動用,HSK 7,
動畫,HSK 6,
動畫片,HSK 4,
動聽,HSK 7,
動脈,HSK 7,TOCFL 5
動蕩,HSK 7,
動詞,TOCFL 4,
動身,HSK 7,TOCFL 4
動靜,HSK 7,TOCFL 5
勘探,HSK 7,
務實,HSK 7,TOCFL 5
務必,HSK 7,
勛章,HSK 7,
勝,HSK 3,TOCFL 4
勝任,HSK 7,
勝出,HSK 7,
勝利,HSK 3,TOCFL 4
勝地,TOCFL 5,
勝負,HSK 5,
勞力,TOCFL 4,
勞動,HSK 5,TOCFL 4
勞動力,HSK 7,
勞務,HSK 7,
勞工,TOCFL 4,
勞改,TOCFL 5,
勞累,HSK 7,TOCFL 5
募捐,HSK 7,
募集,TOCFL 5,
勢不可當,HSK 7,
勢力,HSK 5,TOCFL 4
勢必,HSK 7,TOCFL 5
勢頭,HSK 7,
勤勞,HSK 7,TOCFL 4
勤奮,HSK 5,TOCFL 5
勤工儉學,HSK 7,
勤快,HSK 7,
勵志,HSK 7,
勸,HSK 5,TOCFL 4
勸告,HSK 7,TOCFL 5
勸導,TOCFL 5,
勸說,HSK 7,
勸阻,HSK 7,
勺,HSK 6,
勾,HSK 7,
勾畫,HSK 7,
勾結,HSK 7,TOCFL 5
勿,HSK 7,TOCFL 4
包,HSK 1,TOCFL 2
包含,HSK 4,TOCFL 3
包圍,HSK 5,TOCFL 5
包子,HSK 1,TOCFL 1
包容,HSK 7,
包扎,HSK 7,
包括,HSK 4,TOCFL 4
包袱,HSK 7,TOCFL 5
包裝,HSK 5,TOCFL 4
包裹,HSK 4,TOCFL 4
匆匆,HSK 7,
匆忙,HSK 7,TOCFL 5
化,HSK 3,TOCFL 4
化妝,HSK 7,TOCFL 4
化妝品,TOCFL 3,
化學,TOCFL 4,
化工,TOCFL 5,
化石,HSK 5,TOCFL 5
化纖,HSK 7,
化肥,HSK 7,
化裝,TOCFL 4,
化解,HSK 6,
化身,HSK 7,
化險為夷,HSK 7,
化驗,HSK 7,
北,HSK 1,TOCFL 2
北京,HSK 1,
北方,HSK 2,TOCFL 3
北極,HSK 5,
北邊,HSK 1,TOCFL 2
北部,HSK 3,TOCFL 2
匯,HSK 4,TOCFL 5
匯合,HSK 7,
匯款,HSK 5,TOCFL 4
匯率,HSK 4,
匯票,TOCFL 5,
匹,HSK 5,TOCFL 4
匹配,HSK 7,
匾額,TOCFL 5,
匿名,HSK 7,
區,HSK 3,
區分,HSK 6,
區別,HSK 3,TOCFL 4
區域,HSK 5,TOCFL 4
十,HSK 1,TOCFL 1
十分,HSK 2,TOCFL 3
十字路口,HSK 7,TOCFL 1
十足,HSK 5,TOCFL 5
千,HSK 2,TOCFL 1
千克,HSK 2,
千家萬戶,HSK 7,
千方百計,HSK 7,
千萬,HSK 3,TOCFL 4
千變萬化,HSK 7,
千軍萬馬,HSK 7,
千鈞一髮,HSK 7,
升,HSK 3,TOCFL 3
升值,HSK 6,TOCFL 5
升學,HSK 6,TOCFL 4
升溫,HSK 7,
升級,HSK 6,TOCFL 4
升遷,TOCFL 5,
升高,TOCFL 4,
午睡,HSK 2,
午飯,HSK 1,
午餐,HSK 2,
半,HSK 1,TOCFL 1
半信半疑,HSK 7,
半場,HSK 7,
半夜,HSK 2,TOCFL 3
半天,HSK 1,TOCFL 3
半導體,TOCFL 5,
半島,HSK 7,TOCFL 5
半年,HSK 1,
半數,HSK 7,TOCFL 4
半決賽,HSK 6,
半真半假,HSK 7,
半路,HSK 7,TOCFL 4
半途而廢,HSK 7,
半邊天,HSK 7,
卑鄙,HSK 7,
卓越,HSK 7,TOCFL 5
協作,HSK 7,
協助,HSK 6,TOCFL 3
協同,HSK 7,
協商,HSK 6,TOCFL 5
協定,HSK 7,TOCFL 5
協會,HSK 6,TOCFL 5
協調,HSK 6,TOCFL 5
協議,HSK 5,TOCFL 5
協議書,HSK 5,
協辦,TOCFL 5,
南,HSK 1,TOCFL 2
南北,HSK 5,
南方,HSK 2,TOCFL 3
南極,HSK 5,
南極洲,TOCFL 5,
南瓜,HSK 7,
南邊,HSK 1,TOCFL 2
南部,HSK 3,TOCFL 2
博士,HSK 5,TOCFL 3
